claim,claim_id,label
"For example, with HIV, the immune system is already being attacked by that human immunodeficiency virus, leaving the body more vulnerable to other infections and diseases (such as the novel coronavirus)",UL007756,unproven
"Masks should NOT be worn by children younger than two, people who have trouble breathing, or people who cannot remove the mask without assistance",UL007757,unproven
"Masks should NOT be worn by children younger than two, people who have trouble breathing, or people who cannot remove the mask without assistance",UL007758,unproven
"Whilethe lopinavir-ritonavir-, hydroxychloroquine sulfate-, or emtricitabine-tenofovirtreated group exhibited lower overall clinical scores than the phosphate-buffered saline (PBS)-treated control group, the virus titers in nasal washes, stool specimens,and respiratory tissues were similar between all three antiviral-candidate-treated groups and the PBS-treated control group.",UL007759,unproven
Dexamethasone and other corticosteroid drugs are effective treatments for seriously ill COVID-19 patients,UL007760,unproven
"coronavirus patients are at greater risk of severe health effects from COVID-19, the disease caused by the virus, if they are suffering from certain conditions.",UL007761,unproven
"The chance of your pet catching the coronavirus from you or another pet in the neighborhood is low,",UL007763,unproven
obesity is the most common risk factor for severe illness from COVID-19 with over 30% of the population affected. Obesity causes several health issues that predispose people to complications.,UL007764,unproven
Hand sanitizer has also been shown to be less effective than hand-washing at preventing the flu,UL007767,unproven
Drinking tea with meals is a controversial topic.,UL007768,unproven
COVID-19 does not have a natural origin,UL007769,unproven
Restaurants are facing their next big challenge under COVID-19: winter weather,UL007770,unproven
"In patients with both COVID-19 and cancer, immunotherapy might increase the immune system response, which could already be overactive because of the COVID-19 infection.",UL007771,unproven
immune system protects us against the invader and can even be helpful for its therapy. But sometimes it can turn against us.,UL007772,unproven
"For some, hand sanitizer is the key to avoiding any infectious disease, while others believe it's either unnecessary or ineffective.",UL007773,unproven
"Many rheumatoid arthritis patients are on medications that suppress the immune system, making them more vulnerable to infection - but those same drugs could also help fight COVID-19",UL007774,unproven
"Coronavirus Can Linger in Air for Hours, CDC Says Oct 6, 2020, 1:34 pm EDT The CDC updates its guidance on coronavirus. Here's the latest on how the deadly virus can spread.",UL007775,refutes
"Favipiravir at high doses has potent antiviral activity in SARS-CoV-2 infected hamsters, whereas hydroxychloroquine lacks activity",UL007776,unproven
"When infected with the SARS-CoV-2 coronavirus, many people experience mild and moderate symptoms, but for some people infection can be severe or fatal.",UL007777,unproven
"Very often, people with covid-19 start off with minor physical complaints - slight cough, headache, low-grade fever - that gradually worsen.",UL007778,unproven
COVID-19 is not the common cold (nor is it the flu) and science is still trying to understand how the coronavirus operates.,UL007779,unproven
inhibitors of endosomal acidification fusion (chloroquine and hydroxychloroquine) and redox enzymes (auranofin) used to treat rheumatoid arthritis have shown promising results against SARS-CoV-2,UL007780,unproven
Crowded areas will increase covid-19 transmission risk.,UL007782,unproven
"both in the U.S. and globally, that social distancing policies led to a decrease in community mobility.",UL007783,unproven
cancer patients are highly vulnerable to COVID-19.,UL007784,unproven
"There is no evidence that viruses can spread to people or other animals from a pet's skin, fur or hair.",UL007785,unproven
reinfection can occur a few months after recovering from an initial bout of COVID-19.,UL007786,unproven
"To be effective at killing some types of germs, hand sanitizers need to have a strength of at least 60% alcohol and be used when hands are not visibly dirty or greasy.",UL007787,unproven
The COVID-19 virus can spread in hot and humid climates,UL007788,unproven
The use of ARBs was not associated with a lower risk for COVID-19 hospitalization for either group.,UL007789,unproven
"While coronavirus disease 2019 (COVID-19) mostly spreads from person to person, it can also spread from people to animals.",UL007791,unproven
"Distinguishing medicinal nicotine treatment from cigarette smoking for the prevention and treatment of COVID-19 is critical: simply stated, smoking has no therapeutic role.",UL007792,unproven
"Marijuana sales have spiked during the coronavirus pandemic, but lung health experts warn smoking the substance could increase a person's risk of getting COVID-19.",UL007793,unproven
"Scientists think COVID-19 originated in bats and then jumped to another animal host, possibly pangolins, before spreading to humans.",UL007795,unproven
Coronaviruses are generally thought to be spread from person-to-person through respiratory droplets.,UL007796,unproven
children are not risk of the new coronavirus,UL007797,unproven
young and healthy people are in low risk with covid-19,UL007798,unproven
People with untreated vitamin D deficiency are more likely to test positive for the COVID-19,UL007799,unproven
Doctors: Take Effects of COVID-19 to Heart,UL007800,unproven
"In many patients hospitalized with the coronavirus, the immune system is threatened by a depletion of certain essential cells, suggesting eerie parallels with H.I.V.",UL007802,unproven
Symptoms of COVID-19 can range from mild symptoms to severe illness and death.,UL007803,unproven
"the drug pixatimod is a potent inhibitor of SARS-CoV-2 viral attachment and invasion in Vero cell culture, with a reduction of cytopathic effect when applied at concentrations within the established therapeutic concentrations.",UL007804,unproven
"Little is known about the kinetics, tissue distribution, cross-reactivity and neutralization antibody response in COVID-19 patients.",UL007805,unproven
inhibitors of endosomal acidification fusion (chloroquine and hydroxychloroquine) and redox enzymes (auranofin) used to treat rheumatoid arthritis have shown promising results against SARS-CoV-2,UL007806,unproven
